SPY (SPDR S&P 500 ETF Trust),337.6,0.54
Feb 17 2020 @ 11:28 ET,Bid,0,Ask,0,Size,0x0,Vol,64582210
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
03/02/2020,SPY200302C00323000,14.7,-0.105,15.31,15.56,2,0.1611,0.9132,0.0139,89,323.000,SPY200302P00323000,0.53,-0.145,0.44,0.45,448,0.1596,-0.0848,0.0138,1026
03/02/2020,SPY200302C00324000,12.92,0,14.37,14.6,0,0.1573,0.903,0.0154,258,324.000,SPY200302P00324000,0.55,-0.185,0.49,0.5,474,0.1557,-0.0947,0.0153,1168
03/02/2020,SPY200302C00325000,13.4,0,13.45,13.66,0,0.1538,0.8911,0.0172,652,325.000,SPY200302P00325000,0.6,-0.215,0.55,0.56,466,0.152,-0.1062,0.0171,23930
03/02/2020,SPY200302C00326000,11.21,0,12.5,12.71,0,0.149,0.8794,0.019,209,326.000,SPY200302P00326000,0.62,-0.285,0.61,0.63,59,0.148,-0.119,0.019,1253
03/02/2020,SPY200302C00327000,11.56,0.42,11.54,11.81,3,0.1444,0.8659,0.0212,604,327.000,SPY200302P00327000,0.71,-0.285,0.68,0.7,136,0.1438,-0.133,0.0211,548
03/02/2020,SPY200302C00328000,9.86,-0.395,10.74,10.8,2,0.1411,0.8483,0.0235,630,328.000,SPY200302P00328000,0.79,-0.315,0.77,0.79,345,0.1401,-0.1499,0.0235,1906
03/02/2020,SPY200302C00329000,9.73,0.36,9.83,9.9,1,0.1368,0.8299,0.0261,463,329.000,SPY200302P00329000,1.07,-0.155,0.87,0.88,408,0.136,-0.1684,0.0262,1463
03/02/2020,SPY200302C00330000,8.68,0.175,8.96,9.01,15,0.1332,0.8081,0.029,552,330.000,SPY200302P00330000,0.99,-0.37,0.98,1,510,0.1321,-0.19,0.029,2966
03/02/2020,SPY200302C00331000,7.8,0.135,8.08,8.13,1,0.1286,0.7847,0.0321,374,331.000,SPY200302P00331000,1.19,-0.325,1.1,1.12,169,0.1276,-0.2134,0.0322,1659
03/02/2020,SPY200302C00332000,7.04,0.205,7.24,7.28,9,0.1246,0.7574,0.0355,720,332.000,SPY200302P00332000,1.3,-0.39,1.25,1.27,1387,0.1236,-0.241,0.0356,2225
03/02/2020,SPY200302C00333000,6.15,0.115,6.39,6.45,30,0.1199,0.7272,0.0392,732,333.000,SPY200302P00333000,1.47,-0.42,1.42,1.44,534,0.1194,-0.2723,0.0393,1603
03/02/2020,SPY200302C00334000,5.5,0.235,5.61,5.65,111,0.1162,0.6913,0.0428,1120,334.000,SPY200302P00334000,1.65,-0.47,1.61,1.64,198,0.1152,-0.3072,0.0431,835
03/02/2020,SPY200302C00335000,4.72,0.185,4.82,4.87,40,0.1114,0.6524,0.0469,1213,335.000,SPY200302P00335000,1.9,-0.48,1.84,1.87,325,0.1111,-0.3472,0.047,1842
03/02/2020,SPY200302C00336000,3.95,0.11,4.1,4.13,281,0.1073,0.6077,0.0506,1234,336.000,SPY200302P00336000,2.16,-0.53,2.11,2.13,1887,0.1068,-0.3919,0.0508,2324
03/02/2020,SPY200302C00337000,3.33,0.135,3.39,3.44,5628,0.1027,0.5582,0.0543,6978,337.000,SPY200302P00337000,2.45,-0.595,2.41,2.44,6137,0.1025,-0.4417,0.0544,6052
03/02/2020,SPY200302C00338000,2.66,0.055,2.75,2.8,272,0.0986,0.5033,0.0572,3155,338.000,SPY200302P00338000,2.89,-0.575,2.77,2.81,224,0.0984,-0.4967,0.0573,635
03/02/2020,SPY200302C00339000,2,-0.08,2.18,2.21,690,0.0945,0.4437,0.0591,1565,339.000,SPY200302P00339000,3.63,-0.31,3.2,3.24,174,0.0947,-0.5562,0.059,177
03/02/2020,SPY200302C00340000,1.66,0.035,1.68,1.71,662,0.0911,0.3813,0.0592,2769,340.000,SPY200302P00340000,3.9,-0.59,3.7,3.74,465,0.0911,-0.6187,0.0591,720
03/02/2020,SPY200302C00341000,1.23,-0.015,1.26,1.28,195,0.0879,0.3181,0.0574,1280,341.000,SPY200302P00341000,4.97,-0.145,4.28,4.32,24,0.0879,-0.682,0.0574,544
03/02/2020,SPY200302C00342000,0.86,-0.07,0.91,0.94,233,0.0853,0.2571,0.0535,3310,342.000,SPY200302P00342000,5.76,-0.05,4.94,4.98,102,0.0852,-0.7431,0.0535,590
03/02/2020,SPY200302C00343000,0.61,-0.075,0.64,0.67,311,0.0831,0.2011,0.0478,2936,343.000,SPY200302P00343000,5.99,0,5.68,5.75,0,0.0835,-0.798,0.0477,124
03/02/2020,SPY200302C00344000,0.42,-0.075,0.44,0.46,335,0.0811,0.1515,0.0409,873,344.000,SPY200302P00344000,0,0,6.4,6.63,0,0.081,-0.8491,0.0409,0
03/02/2020,SPY200302C00345000,0.28,-0.085,0.3,0.31,1058,0.0801,0.112,0.0336,2578,345.000,SPY200302P00345000,8.87,0,7.28,7.51,0,0.0805,-0.8868,0.0337,6
03/02/2020,SPY200302C00346000,0.18,-0.075,0.2,0.21,30,0.0795,0.0808,0.0266,614,346.000,SPY200302P00346000,10.12,0,8.19,8.47,0,0.0811,-0.9149,0.0271,6
03/02/2020,SPY200302C00347000,0.11,-0.075,0.13,0.14,74,0.0789,0.0565,0.0204,376,347.000,SPY200302P00347000,9.83,0,9.13,9.42,0,0.0795,-0.9421,0.0206,77
03/02/2020,SPY200302C00348000,0.08,-0.055,0.09,0.1,41,0.0797,0.0408,0.0155,157,348.000,SPY200302P00348000,11.18,0.055,10.11,10.4,1,0.0824,-0.9538,0.0166,1
03/02/2020,SPY200302C00349000,0.07,-0.025,0.06,0.07,106,0.0805,0.0292,0.0117,512,349.000,SPY200302P00349000,0,0,11.08,11.43,0,0.0694,-0.9861,0.0072,0
03/02/2020,SPY200302C00350000,0.05,-0.035,0.04,0.05,378,0.0815,0.0207,0.0087,1517,350.000,SPY200302P00350000,13.13,0,12.08,12.41,0,0.05,-0.9996,0.0004,0
03/02/2020,SPY200302C00351000,0.04,-0.015,0.03,0.04,465,0.0839,0.0162,0.0068,578,351.000,SPY200302P00351000,0,0,13.09,13.4,0,0.05,-0.9998,0.0002,0
03/02/2020,SPY200302C00352000,0.02,-0.025,0.02,0.03,2,0.0854,0.0118,0.0051,340,352.000,SPY200302P00352000,0,0,14.09,14.4,0,0.05,-0.9999,0.0001,0
03/02/2020,SPY200302C00353000,0.03,-0.005,0.02,0.03,15,0.0906,0.0112,0.0046,361,353.000,SPY200302P00353000,0,0,15.08,15.43,0,0.0566,-0.9999,0.0001,0
03/02/2020,SPY200302C00354000,0.03,0,0.01,0.02,0,0.089,0.0066,0.003,70,354.000,SPY200302P00354000,0,0,16.09,16.4,0,0.05,-1,0,0
03/02/2020,SPY200302C00355000,0.01,-0.015,0.01,0.02,23,0.0936,0.0063,0.0027,588,355.000,SPY200302P00355000,26.78,0,17.09,17.4,0,0.05,-1,0,0
03/02/2020,SPY200302C00356000,0.02,-0.005,0.01,0.02,41,0.098,0.0059,0.0024,829,356.000,SPY200302P00356000,0,0,18.09,18.41,0,0.05,-1,0,0
03/02/2020,SPY200302C00357000,0.01,0,0.01,0.02,0,0.1026,0.0056,0.0022,579,357.000,SPY200302P00357000,0,0,19.09,19.43,0,0.1453,-0.9628,0.0079,0
03/02/2020,SPY200302C00358000,0,0,0.01,0.02,0,0.1085,0.0059,0.0022,0,358.000,SPY200302P00358000,0,0,20.08,20.43,0,0.0703,-0.9999,0,0
03/02/2020,SPY200302C00359000,0,0,0.01,0.02,0,0.1121,0.0052,0.0019,0,359.000,SPY200302P00359000,0,0,21.09,21.4,0,0.05,-1,0,0
03/02/2020,SPY200302C00360000,0.02,0,0,0.01,0,0.1073,0.0026,0.0011,11,360.000,SPY200302P00360000,0,0,22.08,22.43,0,0.0748,-1,0,0
03/02/2020,SPY200302C00361000,0.02,0,0,0.01,0,0.1104,0.0023,0.0009,101,361.000,SPY200302P00361000,0,0,23.09,23.4,0,0.05,-1,0,0
03/02/2020,SPY200302C00362000,0.01,0,0,0.01,0,0.1133,0.002,0.0008,1,362.000,SPY200302P00362000,0,0,24.08,24.41,0,0.05,-1,0,0
03/02/2020,SPY200302C00363000,0.01,0,0,0.01,0,0.1154,0.0016,0.0006,102,363.000,SPY200302P00363000,0,0,25.08,25.43,0,0.0827,-1,0,0
03/02/2020,SPY200302C00364000,0.01,0,0,0.01,0,0.119,0.0015,0.0006,20,364.000,SPY200302P00364000,0,0,26.08,26.43,0,0.0854,-1,0,0
03/02/2020,SPY200302C00365000,0.01,0,0,0.01,0,0.1266,0.0019,0.0007,145,365.000,SPY200302P00365000,27.43,-0.67,27.19,27.41,5,0.2085,-0.959,0.006,5
03/04/2020,SPY200304C00275000,0,0,62.82,63.19,0,0.365,0.9951,0.0005,0,275.000,SPY200304P00275000,0.05,0.005,0.03,0.04,36,0.3574,-0.0042,0.0005,1096
03/04/2020,SPY200304C00280000,0,0,57.85,58.19,0,0.3456,0.9936,0.0007,0,280.000,SPY200304P00280000,0.1,0,0.04,0.05,0,0.3375,-0.0054,0.0006,246
03/04/2020,SPY200304C00285000,0,0,52.86,53.21,0,0.3235,0.992,0.0009,0,285.000,SPY200304P00285000,0.17,0,0.05,0.06,0,0.3155,-0.0068,0.0008,753
03/04/2020,SPY200304C00290000,36.66,0,47.88,48.21,0,0.2972,0.9907,0.0011,1,290.000,SPY200304P00290000,0.09,-0.005,0.07,0.08,10,0.2989,-0.0096,0.0011,968
03/04/2020,SPY200304C00293000,0,0,44.91,45.21,0,0.2867,0.9886,0.0014,0,293.000,SPY200304P00293000,0.17,0,0.08,0.09,0,0.2858,-0.0112,0.0014,2
03/04/2020,SPY200304C00294000,0,0,43.9,44.23,0,0.2815,0.9881,0.0015,0,294.000,SPY200304P00294000,0,0,0.08,0.09,0,0.2795,-0.0114,0.0014,0
03/04/2020,SPY200304C00295000,0,0,42.91,43.23,0,0.278,0.9873,0.0016,0,295.000,SPY200304P00295000,0.11,-0.015,0.09,0.1,53,0.2793,-0.013,0.0016,1004
03/04/2020,SPY200304C00296000,0,0,41.92,42.24,0,0.2751,0.9862,0.0017,0,296.000,SPY200304P00296000,0.15,0,0.09,0.1,0,0.2714,-0.0128,0.0016,428
03/04/2020,SPY200304C00297000,0,0,40.94,41.23,0,0.2703,0.9855,0.0018,0,297.000,SPY200304P00297000,0.16,0,0.1,0.11,0,0.2701,-0.0144,0.0018,1159
03/04/2020,SPY200304C00298000,0,0,39.93,40.25,0,0.2658,0.9847,0.0019,0,298.000,SPY200304P00298000,0.14,0,0.1,0.11,0,0.2639,-0.0147,0.0019,168
03/04/2020,SPY200304C00299000,31.13,0,38.95,39.25,0,0.2628,0.9834,0.0021,1,299.000,SPY200304P00299000,0.28,0,0.11,0.12,0,0.2613,-0.0161,0.0021,23
03/04/2020,SPY200304C00300000,30.16,0,37.94,38.29,0,0.2609,0.9816,0.0023,3,300.000,SPY200304P00300000,0.13,-0.045,0.12,0.13,153,0.2583,-0.0175,0.0022,377
03/04/2020,SPY200304C00301000,0,0,36.95,37.27,0,0.2525,0.9819,0.0023,0,301.000,SPY200304P00301000,0.18,0,0.12,0.13,0,0.252,-0.0179,0.0023,97
03/04/2020,SPY200304C00302000,24.44,0,35.96,36.3,0,0.2519,0.9794,0.0026,15,302.000,SPY200304P00302000,0.5,0,0.13,0.14,0,0.2487,-0.0194,0.0025,470
03/04/2020,SPY200304C00303000,23.53,0,34.97,35.28,0,0.2442,0.9795,0.0027,15,303.000,SPY200304P00303000,0.17,-0.035,0.14,0.15,4,0.2453,-0.021,0.0027,22
03/04/2020,SPY200304C00304000,0,0,33.98,34.29,0,0.2403,0.978,0.0029,0,304.000,SPY200304P00304000,0.22,0,0.15,0.16,0,0.2415,-0.0225,0.003,62
03/04/2020,SPY200304C00305000,25.7,0,32.99,33.3,0,0.2363,0.9764,0.0031,1,305.000,SPY200304P00305000,0.19,-0.045,0.16,0.17,1,0.2376,-0.0242,0.0032,221
03/04/2020,SPY200304C00306000,31.58,0.185,32,32.31,5,0.232,0.9748,0.0034,4,306.000,SPY200304P00306000,0.22,-0.025,0.17,0.18,2,0.2334,-0.0259,0.0034,23
03/04/2020,SPY200304C00307000,0,0,31.03,31.31,0,0.2285,0.9727,0.0037,0,307.000,SPY200304P00307000,0.23,-0.035,0.18,0.19,100,0.2289,-0.0275,0.0037,331
03/04/2020,SPY200304C00308000,0,0,30.02,30.35,0,0.2249,0.9704,0.004,0,308.000,SPY200304P00308000,0.24,-0.045,0.19,0.2,48,0.2244,-0.0293,0.004,159
03/04/2020,SPY200304C00309000,23.32,0,29.03,29.37,0,0.2212,0.9679,0.0043,0,309.000,SPY200304P00309000,0.25,-0.055,0.2,0.21,3,0.2199,-0.0313,0.0043,174
03/04/2020,SPY200304C00310000,24.26,0,28.06,28.36,0,0.2161,0.9661,0.0046,1,310.000,SPY200304P00310000,0.28,-0.045,0.22,0.23,10,0.2167,-0.0342,0.0047,528
03/04/2020,SPY200304C00311000,23.33,0,27.07,27.38,0,0.212,0.9634,0.005,2,311.000,SPY200304P00311000,0.3,-0.055,0.23,0.24,231,0.2119,-0.0365,0.005,319
03/04/2020,SPY200304C00312000,25.4,-0.13,26.11,26.39,2,0.209,0.9598,0.0055,14,312.000,SPY200304P00312000,0.33,-0.045,0.25,0.26,206,0.2083,-0.0397,0.0055,625
03/04/2020,SPY200304C00313000,14.65,0,25.11,25.41,0,0.2035,0.9576,0.0059,11,313.000,SPY200304P00313000,0.47,0,0.27,0.28,0,0.2045,-0.0431,0.006,538
03/04/2020,SPY200304C00314000,0,0,24.16,24.43,0,0.2017,0.9523,0.0066,0,314.000,SPY200304P00314000,0.31,-0.125,0.29,0.3,23,0.2002,-0.0465,0.0065,3248
03/04/2020,SPY200304C00315000,0,0,23.19,23.45,0,0.1975,0.9484,0.0071,0,315.000,SPY200304P00315000,0.43,-0.045,0.32,0.33,35,0.1973,-0.0514,0.0071,1030
03/04/2020,SPY200304C00316000,13.17,0,22.21,22.49,0,0.1936,0.9438,0.0078,10,316.000,SPY200304P00316000,0.46,-0.055,0.34,0.35,211,0.1923,-0.055,0.0077,833
03/04/2020,SPY200304C00317000,11.1,0,21.23,21.54,0,0.1903,0.9381,0.0085,25,317.000,SPY200304P00317000,0.41,-0.15,0.37,0.39,124,0.1894,-0.0609,0.0085,702
03/04/2020,SPY200304C00318000,18.85,0,20.29,20.55,0,0.1867,0.9322,0.0094,28,318.000,SPY200304P00318000,0.43,-0.175,0.41,0.42,98,0.1857,-0.0668,0.0093,509
03/04/2020,SPY200304C00319000,9.23,0,19.33,19.59,0,0.183,0.9257,0.0102,4,319.000,SPY200304P00319000,0.59,-0.065,0.45,0.46,277,0.182,-0.0732,0.0102,1621
03/04/2020,SPY200304C00320000,15.63,0,18.38,18.63,0,0.179,0.9189,0.0112,1295,320.000,SPY200304P00320000,0.57,-0.15,0.49,0.5,25,0.1783,-0.0803,0.0111,2455
03/04/2020,SPY200304C00321000,14.18,0,17.4,17.7,0,0.1753,0.9107,0.0123,7,321.000,SPY200304P00321000,0.61,-0.175,0.53,0.55,606,0.1743,-0.088,0.0122,2265
03/04/2020,SPY200304C00322000,15.46,0,16.49,16.73,0,0.172,0.9014,0.0135,41,322.000,SPY200304P00322000,0.72,-0.135,0.59,0.61,418,0.1712,-0.0976,0.0134,1178
03/04/2020,SPY200304C00323000,14.47,-0.64,15.56,15.78,19,0.1682,0.8914,0.0148,56,323.000,SPY200304P00323000,0.69,-0.245,0.65,0.67,856,0.1675,-0.1075,0.0147,1310
03/04/2020,SPY200304C00324000,13.54,-0.66,14.63,14.85,19,0.1644,0.8807,0.0162,102,324.000,SPY200304P00324000,0.77,-0.25,0.72,0.74,222,0.164,-0.1189,0.0161,1343
03/04/2020,SPY200304C00325000,12.66,-0.63,13.71,13.93,20,0.1611,0.8675,0.0177,154,325.000,SPY200304P00325000,0.85,-0.265,0.8,0.81,241,0.1603,-0.1312,0.0177,2012
03/04/2020,SPY200304C00326000,12.54,0.145,12.88,12.94,1,0.1576,0.8533,0.0194,128,326.000,SPY200304P00326000,0.96,-0.26,0.88,0.9,883,0.1566,-0.1451,0.0194,1734
03/04/2020,SPY200304C00327000,12.23,0,11.97,12.04,0,0.1536,0.8385,0.0212,238,327.000,SPY200304P00327000,1.17,-0.165,0.98,1,121,0.1532,-0.1609,0.0212,1749
03/04/2020,SPY200304C00328000,10.81,0.17,11.08,11.15,10,0.1499,0.8212,0.0232,10260,328.000,SPY200304P00328000,1.15,-0.315,1.09,1.11,280,0.1496,-0.1784,0.0233,13510
03/04/2020,SPY200304C00329000,9.57,-0.215,10.22,10.27,5,0.1467,0.8011,0.0254,453,329.000,SPY200304P00329000,1.46,-0.15,1.21,1.23,153,0.1458,-0.1974,0.0254,3039
03/04/2020,SPY200304C00330000,9.17,0.225,9.35,9.41,15,0.1427,0.7803,0.0276,3561,330.000,SPY200304P00330000,1.41,-0.355,1.35,1.37,1161,0.1422,-0.219,0.0277,5942
03/04/2020,SPY200304C00331000,8.26,0.135,8.5,8.56,58,0.1388,0.7565,0.0301,698,331.000,SPY200304P00331000,1.86,-0.085,1.5,1.52,298,0.1383,-0.2425,0.0301,1099
03/04/2020,SPY200304C00332000,7.51,0.185,7.69,7.73,56,0.1352,0.7299,0.0326,345,332.000,SPY200304P00332000,1.71,-0.43,1.67,1.69,44,0.1343,-0.2687,0.0327,575
03/04/2020,SPY200304C00333000,6.71,0.165,6.88,6.93,72,0.1313,0.7008,0.0353,600,333.000,SPY200304P00333000,2.05,-0.315,1.86,1.89,110,0.1305,-0.2979,0.0354,1654
03/04/2020,SPY200304C00334000,5.53,-0.265,6.1,6.14,208,0.127,0.6692,0.038,985,334.000,SPY200304P00334000,2.57,-0.05,2.08,2.11,126,0.1265,-0.3302,0.0382,1170
03/04/2020,SPY200304C00335000,5.25,0.17,5.33,5.39,204,0.1227,0.634,0.0409,932,335.000,SPY200304P00335000,2.41,-0.49,2.32,2.35,901,0.1223,-0.3656,0.041,1254
03/04/2020,SPY200304C00336000,4.56,0.16,4.62,4.67,203,0.1189,0.5948,0.0435,857,336.000,SPY200304P00336000,2.7,-0.52,2.6,2.64,537,0.1184,-0.4049,0.0436,1119
03/04/2020,SPY200304C00337000,3.85,0.09,3.95,3.99,451,0.1151,0.552,0.0458,1238,337.000,SPY200304P00337000,2.98,-0.6,2.92,2.96,472,0.1144,-0.4478,0.0461,1197
03/04/2020,SPY200304C00338000,3.25,0.08,3.31,3.35,719,0.111,0.5057,0.0479,1533,338.000,SPY200304P00338000,3.4,-0.585,3.29,3.32,41,0.1105,-0.4943,0.0481,1738
03/04/2020,SPY200304C00339000,2.69,0.06,2.74,2.77,359,0.1074,0.4563,0.0492,1434,339.000,SPY200304P00339000,3.78,-0.665,3.71,3.74,115,0.1068,-0.544,0.0495,2359
03/04/2020,SPY200304C00340000,2.16,0.02,2.21,2.24,289,0.1038,0.4043,0.0497,2010,340.000,SPY200304P00340000,4.27,-0.695,4.18,4.22,220,0.1032,-0.5963,0.05,3189
03/04/2020,SPY200304C00341000,1.68,-0.035,1.75,1.77,779,0.1004,0.351,0.0492,1774,341.000,SPY200304P00341000,5.63,0.085,4.72,4.76,289,0.0999,-0.6499,0.0494,2892
03/04/2020,SPY200304C00342000,1.26,-0.095,1.35,1.37,110,0.0973,0.2977,0.0474,866,342.000,SPY200304P00342000,5.7,-0.485,5.33,5.37,613,0.0969,-0.7032,0.0476,2323
03/04/2020,SPY200304C00343000,0.99,-0.055,1.01,1.04,283,0.0945,0.246,0.0444,956,343.000,SPY200304P00343000,6.9,0.01,6,6.05,407,0.0941,-0.7549,0.0446,3179
03/04/2020,SPY200304C00344000,0.66,-0.135,0.75,0.77,199,0.0923,0.1986,0.0403,563,344.000,SPY200304P00344000,7.36,-0.275,6.74,6.82,138,0.0923,-0.8012,0.0403,839
03/04/2020,SPY200304C00345000,0.48,-0.125,0.54,0.56,198,0.0904,0.1567,0.0354,620,345.000,SPY200304P00345000,7.71,0,7.48,7.65,0,0.0889,-0.8477,0.0353,13
03/04/2020,SPY200304C00346000,0.37,-0.075,0.38,0.4,281,0.0888,0.1202,0.0301,1610,346.000,SPY200304P00346000,0,0,8.33,8.53,0,0.0872,-0.8841,0.0298,0
03/04/2020,SPY200304C00347000,0.23,-0.105,0.27,0.28,184,0.0878,0.0908,0.0248,1041,347.000,SPY200304P00347000,0,0,9.22,9.47,0,0.087,-0.911,0.0247,0
03/04/2020,SPY200304C00348000,0.25,0.005,0.19,0.2,1,0.0874,0.0682,0.0201,114,348.000,SPY200304P00348000,0,0,10.15,10.43,0,0.0858,-0.9355,0.0196,0
03/04/2020,SPY200304C00349000,0.13,-0.055,0.13,0.14,16,0.0867,0.0493,0.0157,76,349.000,SPY200304P00349000,0,0,11.11,11.41,0,0.0855,-0.9531,0.0153,0
03/04/2020,SPY200304C00350000,0.1,-0.035,0.09,0.1,49,0.087,0.0364,0.0122,395,350.000,SPY200304P00350000,0,0,12.09,12.41,0,0.05,-0.9991,0.0008,0
03/04/2020,SPY200304C00351000,0.08,-0.025,0.07,0.08,6,0.0897,0.0299,0.0101,39,351.000,SPY200304P00351000,0,0,13.08,13.41,0,0.05,-0.9996,0.0003,0
03/04/2020,SPY200304C00352000,0.07,0,0.05,0.06,0,0.09,0.0218,0.0077,239,352.000,SPY200304P00352000,0,0,14.09,14.43,0,0.1044,-0.9589,0.0113,0
03/04/2020,SPY200304C00353000,0.05,-0.015,0.04,0.05,20,0.0931,0.0184,0.0065,126,353.000,SPY200304P00353000,0,0,15.08,15.41,0,0.05,-1,0.0001,0
03/04/2020,SPY200304C00354000,0.05,0,0.03,0.04,0,0.094,0.0138,0.005,42,354.000,SPY200304P00354000,22.9,0,16.09,16.41,0,0.05,-1,0,0
03/04/2020,SPY200304C00355000,0.04,0,0.02,0.03,0,0.0946,0.0101,0.0038,35,355.000,SPY200304P00355000,0,0,17.09,17.43,0,0.1245,-0.9607,0.0091,0
03/04/2020,SPY200304C00356000,0.02,-0.015,0.02,0.03,5,0.0991,0.0095,0.0034,10,356.000,SPY200304P00356000,0,0,18.09,18.4,0,0.05,-1,0,0
03/04/2020,SPY200304C00357000,0.01,0,0.01,0.02,0,0.0974,0.0059,0.0023,10,357.000,SPY200304P00357000,0,0,19.08,19.43,0,0.1377,-0.9617,0.0081,0
03/04/2020,SPY200304C00358000,0.03,0,0.01,0.02,0,0.1008,0.0053,0.002,11,358.000,SPY200304P00358000,0,0,20.09,20.4,0,0.05,-1,0,0
03/04/2020,SPY200304C00359000,0.02,0,0.01,0.02,0,0.1061,0.0055,0.002,5,359.000,SPY200304P00359000,0,0,21.08,21.43,0,0.0743,-0.9999,0.0001,0
03/04/2020,SPY200304C00360000,0.02,0,0.01,0.02,0,0.11,0.0051,0.0018,7,360.000,SPY200304P00360000,0,0,22.08,22.41,0,0.05,-1,0,0
03/04/2020,SPY200304C00361000,0,0,0.01,0.02,0,0.1141,0.0049,0.0017,0,361.000,SPY200304P00361000,0,0,23.08,23.43,0,0.0798,-0.9999,0.0001,0
03/04/2020,SPY200304C00362000,0,0,0.01,0.02,0,0.1182,0.0047,0.0015,0,362.000,SPY200304P00362000,0,0,24.08,24.43,0,0.0828,-0.9999,0.0001,0
03/04/2020,SPY200304C00363000,0,0,0.01,0.02,0,0.1235,0.0049,0.0015,0,363.000,SPY200304P00363000,0,0,25.08,25.41,0,0.05,-1,0,0
03/04/2020,SPY200304C00364000,0,0,0,0.01,0,0.1145,0.0019,0.0007,0,364.000,SPY200304P00364000,0,0,26.08,26.43,0,0.0879,-0.9999,0,0
03/04/2020,SPY200304C00365000,0,0,0,0.01,0,0.12,0.0021,0.0007,0,365.000,SPY200304P00365000,0,0,27.08,27.41,0,0.05,-1,0,0
03/04/2020,SPY200304C00366000,0.01,0,0,0.01,0,0.1197,0.0014,0.0005,3,366.000,SPY200304P00366000,0,0,28.09,28.4,0,0.05,-1,0,0
03/06/2020,SPY200306C00270000,0,0,67.89,68.23,0,0.4016,0.9926,0.0006,0,270.000,SPY200306P00270000,0.05,0.005,0.03,0.04,152,0.3673,-0.0039,0.0004,1015
03/06/2020,SPY200306C00275000,0,0,62.91,63.24,0,0.3771,0.9914,0.0008,0,275.000,SPY200306P00275000,0.07,0,0.04,0.05,0,0.3484,-0.0051,0.0005,2448
03/06/2020,SPY200306C00280000,0,0,57.93,58.27,0,0.3581,0.989,0.001,0,280.000,SPY200306P00280000,0.09,0.015,0.06,0.07,19,0.3358,-0.0074,0.0008,2723
03/06/2020,SPY200306C00285000,52,0,52.96,53.27,0,0.3321,0.9872,0.0013,1,285.000,SPY200306P00285000,0.09,-0.015,0.08,0.09,133,0.3183,-0.01,0.0011,1214
03/06/2020,SPY200306C00290000,38.4,0,47.97,48.3,0,0.308,0.9847,0.0016,2,290.000,SPY200306P00290000,0.11,-0.015,0.1,0.11,501,0.2962,-0.0124,0.0014,1230
03/06/2020,SPY200306C00292000,0,0,45.99,46.31,0,0.2997,0.9831,0.0018,0,292.000,SPY200306P00292000,0.13,-0.015,0.11,0.12,20,0.2882,-0.0138,0.0015,195
03/06/2020,SPY200306C00292500,0,0,45.5,45.81,0,0.2986,0.9823,0.0018,0,292.500,SPY200306P00292500,0.22,0,0.11,0.12,0,0.2853,-0.0139,0.0016,574
03/06/2020,SPY200306C00293000,0,0,44.99,45.34,0,0.2982,0.9814,0.0019,0,293.000,SPY200306P00293000,0.14,-0.015,0.11,0.12,5,0.2824,-0.014,0.0016,82
03/06/2020,SPY200306C00294000,0,0,44.01,44.32,0,0.2918,0.9811,0.002,0,294.000,SPY200306P00294000,0.14,-0.025,0.12,0.13,43,0.2807,-0.0155,0.0018,156
03/06/2020,SPY200306C00295000,0,0,43.01,43.33,0,0.2865,0.9805,0.0021,0,295.000,SPY200306P00295000,0.14,-0.025,0.12,0.13,56,0.2747,-0.0158,0.0018,15257
03/06/2020,SPY200306C00296000,0,0,42.02,42.34,0,0.2834,0.979,0.0022,0,296.000,SPY200306P00296000,0.17,0,0.13,0.14,0,0.272,-0.0171,0.002,158
03/06/2020,SPY200306C00297000,0,0,41.02,41.37,0,0.2804,0.9775,0.0024,0,297.000,SPY200306P00297000,0.18,-0.005,0.14,0.15,3,0.2689,-0.0184,0.0021,90
03/06/2020,SPY200306C00297500,0,0,40.53,40.85,0,0.2759,0.9778,0.0024,0,297.500,SPY200306P00297500,0.16,-0.035,0.14,0.15,26,0.2659,-0.0186,0.0022,1820
03/06/2020,SPY200306C00298000,0,0,40.03,40.35,0,0.2727,0.9776,0.0025,0,298.000,SPY200306P00298000,0.19,0,0.14,0.15,0,0.2627,-0.0187,0.0022,328
03/06/2020,SPY200306C00299000,0,0,39.04,39.39,0,0.2721,0.9749,0.0027,0,299.000,SPY200306P00299000,0.22,0,0.15,0.16,0,0.2594,-0.0201,0.0024,281
03/06/2020,SPY200306C00300000,34,0,38.06,38.36,0,0.2647,0.9749,0.0028,9,300.000,SPY200306P00300000,0.16,-0.065,0.16,0.17,251,0.2558,-0.0215,0.0025,7023
03/06/2020,SPY200306C00301000,0,0,37.06,37.41,0,0.2628,0.9724,0.0031,0,301.000,SPY200306P00301000,0.21,-0.025,0.17,0.18,2,0.2521,-0.023,0.0027,612
03/06/2020,SPY200306C00302000,0,0,36.07,36.39,0,0.2556,0.9722,0.0032,0,302.000,SPY200306P00302000,0.19,-0.065,0.18,0.19,9,0.2482,-0.0245,0.0029,378
03/06/2020,SPY200306C00302500,24.07,0,35.59,35.89,0,0.2544,0.971,0.0033,1,302.500,SPY200306P00302500,0.22,-0.035,0.18,0.19,6,0.2451,-0.0247,0.003,595
